Symbol,Current Price,Date,Time,Change,Open,High,Low,Volume,Trade Date,Purchase Price,Quantity,Commission,High Limit,Low Limit,Comment
FTT-USD,1.3133435,2022/11/30,16:46 UTC,0.01106894,1.3039149,1.4787984,1.3023955,15921119,,,,,,,
