Date,Open,High,Low,Close,Adj Close,Volume
2020-02-18,6.890000,6.890000,6.890000,6.890000,4.084171,0
2020-02-19,6.890000,6.890000,6.890000,6.890000,4.084171,0
2020-02-20,6.890000,6.890000,6.890000,6.890000,4.084171,0
2020-02-21,6.890000,6.890000,6.890000,6.890000,4.084171,0
2020-02-24,6.890000,6.890000,6.890000,6.890000,4.084171,0
2020-02-25,6.890000,6.890000,6.890000,6.890000,4.084171,0
2020-02-26,6.890000,6.890000,6.890000,6.890000,4.084171,0
2020-02-27,6.890000,6.890000,6.890000,6.890000,4.084171,0
2020-02-28,6.890000,6.890000,6.890000,6.890000,4.084171,0
2020-03-02,6.890000,6.890000,6.890000,6.890000,4.084171,0
2020-03-03,6.890000,6.890000,6.890000,6.890000,4.084171,0
2020-03-04,6.890000,6.890000,6.890000,6.890000,4.084171,0
2020-03-05,6.890000,6.890000,6.890000,6.890000,4.084171,0
2020-03-06,6.890000,6.890000,6.890000,6.890000,4.084171,0
2020-03-09,6.890000,6.890000,6.890000,6.890000,4.084171,0
2020-03-10,6.890000,6.890000,6.890000,6.890000,4.084171,0
2020-03-11,6.890000,6.890000,6.890000,6.890000,4.084171,0
2020-03-12,6.890000,6.890000,6.890000,6.890000,4.084171,0
2020-03-13,6.890000,6.890000,6.890000,6.890000,4.084171,0
2020-03-16,6.890000,6.890000,6.890000,6.890000,4.084171,0
2020-03-17,6.890000,6.890000,6.890000,6.890000,4.084171,0
2020-03-18,6.890000,6.890000,6.890000,6.890000,4.084171,0
2020-03-19,6.890000,6.890000,6.890000,6.890000,4.084171,0
2020-03-20,6.890000,6.890000,6.890000,6.890000,4.084171,0
2020-03-23,6.890000,6.890000,6.890000,6.890000,4.084171,0
2020-03-24,6.890000,6.890000,6.890000,6.890000,4.084171,0
2020-03-25,6.890000,6.890000,6.890000,6.890000,4.084171,0
2020-03-26,6.890000,6.890000,6.890000,6.890000,4.084171,0
2020-03-27,6.890000,6.890000,6.890000,6.890000,4.084171,0
2020-03-30,6.890000,6.890000,6.890000,6.890000,4.084171,0
2020-03-31,6.890000,6.890000,6.890000,6.890000,4.084171,0
2020-04-01,6.890000,6.890000,6.890000,6.890000,4.084171,0
2020-04-02,6.890000,6.890000,6.890000,6.890000,4.084171,0
2020-04-03,6.890000,6.890000,6.890000,6.890000,4.084171,0
2020-04-06,6.890000,6.890000,6.890000,6.890000,4.084171,0
2020-04-07,6.890000,6.890000,6.890000,6.890000,4.084171,0
2020-04-08,6.890000,6.890000,6.890000,6.890000,4.084171,0
2020-04-09,6.890000,6.890000,6.890000,6.890000,4.084171,0
2020-04-14,6.890000,6.890000,6.890000,6.890000,4.084171,0
2020-04-15,6.890000,6.890000,6.890000,6.890000,4.084171,0
2020-04-16,6.890000,6.890000,6.890000,6.890000,4.084171,0
2020-04-17,6.890000,6.890000,6.890000,6.890000,4.084171,0
2020-04-20,6.890000,6.890000,6.890000,6.890000,4.084171,0
